"id","delete_no","ship_num","block_name","start_point","central_point","end_point","wagon_num","receiving_scheduled","delivery_scheduled","work_date","create_at","update_at","ship_num_change_flag","block_name_change_flag","start_point_change_flag","central_point_change_flag","end_point_change_flag","comment1_change_flag","ship_flag","receiving_flag","departure_flag","delete_flag","comment1","comment2"
7019,"53","5299","Ｇ１－１６Ｓ","Ｐ２","","Ｐ１０","5",6:30:00,7:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"","(VSU6S前"
7020,"54","5518","ＧＢ３２Ｃ","Ｊﾖｺ②","","Ｐ２","3",6:30:00,7:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"",""
7021,"55","5299","Ｇ１－１４Ｓ","Ｐ５","","３１２前","5",7:00:00,7:30:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"",""
7022,"56","5299","Ｇ１－１６Ｐ","Ｐ４","","Ｐ５","5",7:30:00,8:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"",""
7023,"57","5300","ＧＳＮ３１Ｐ","ＭﾖｺＳ","","Ｐ４","3",7:30:00,8:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"",""
7024,"58","5510","ＧＳＵ３２ＰＳ","Ｐ８","","２０７前","5",8:00:00,9:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"",""
7025,"59","5299","Ｇ６Ｌ－１６Ｐ","Ｐ６","","５５４","5",9:00:00,9:45:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"",""
7026,"60","5299","Ｇ１－１８Ｓ","Ｐ１","","Ｐ６","5",9:45:00,10:30:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:11:49.086,False,False,False,False,False,False,True,True,True,False,"",""
7027,"61","5299","Ｇ３－２５７Ｓ","５５６前","","Ｐ１","3",9:30:00,10:15:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:07:34.344,False,False,False,False,False,False,True,True,True,False,"",""
7028,"62","5299","Ｇ６Ｌ－１６Ｓ","Ｐ３","","Ｐ８","5",10:30:00,11:15:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:54:52.802,False,False,False,False,False,False,True,True,True,False,"",""
7029,"63","5299","Ｇ３－２５７Ｐ","３２０前","","Ｐ３","5",11:15:00,12:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 11:42:52.387,False,False,False,False,False,False,True,True,True,False,"",""
7030,"64","5299","Ｇ３－２３０Ｐ","Ｐ５","","工ﾖｺ山","3",13:30:00,14:15:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 14:08:49.783,False,False,False,False,False,False,True,True,True,False,"",""
7031,"65","5299","Ｇ３－２３０Ｓ","Ｐ１０","","５５６前","2",14:30:00,15:15:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 14:18:11.573,False,False,False,False,False,False,True,True,True,False,"",""
7032,"66","5300","ＧＳＮ３１Ｐ","Ｐ４","","Ｐ５","2",15:15:00,15:30:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 15:21:13.327,False,False,False,False,False,False,True,True,True,False,"",""
7033,"67","5299","Ｇ９－２０Ｐ","３１０前","","Ｐ４","2",15:30:00,16:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 15:40:11.399,False,False,False,False,False,False,True,True,True,False,"",""
7034,"68","5518","ＧＢ３２Ｃ","Ｐ２","","Ｐ１０","3",15:30:00,16:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 16:14:34.889,False,False,False,False,False,False,True,True,True,False,"",""
7035,"69","5510","ＧＮ５Ｃ","Ｐ９","","９２７海","5",16:30:00,17:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 16:34:26.361,False,False,False,False,False,False,True,True,True,False,"",""
7036,"70","5518","G2D31TDP","５１８","","１条山","1",7:15:00,8:00:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 10:00:30.333,False,False,False,False,False,False,True,True,True,False,"",""
7037,"71","5299","ｽｷｯﾄ","８２５片付","","","3",20:00:00,20:30:00,2023/12/20,2023/12/19 17:05:09.857,2023/12/20 16:33:56.660,False,False,False,False,False,False,True,True,True,False,"",""
7038,"72","5300","アカシＨ鋼","明日使用あり","","","4",15:00:00,19:00:00,2023/12/20,2023/12/20 8:23:19.173,2023/12/20 10:00:30.333,True,True,True,True,True,True,False,False,False,False,"確保お願いします",""
7039,"57","5300","５－１２２Ｐ","３１８海前","","３１４前","2",12:00:00,12:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7040,"26","5518","Ｇ５Ｄ５Ｐ","Ｋ２","","５４４奥","1",16:00:00,17:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 16:06:01.615,False,False,False,False,False,False,True,True,True,False,"(14.6-9.6)",""
7041,"8","None","nan","","","","1",12:30:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7042,"45","5518","Ｄ３１ＦＳＰＳ","Ｋ海③","","９２７海","3",9:30:00,10:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7043,"2","5518","GS3S","L","","２０５","1",18:45:00,19:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 17:30:43.304,False,False,False,False,False,False,True,True,True,False,"(15.7-12.4)",""
7044,"15","5518","ＧＤ１Ｐ","３１８山㊥","","３２４前","5",9:00:00,9:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7045,"17","5518","ＧＤＤ１","ＣＲ４","","５４０","5",14:15:00,15:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 15:27:56.329,False,False,False,False,False,False,True,True,True,False,"",""
7046,"58","5299","８Ｇ－４","３１８海","","５５２前","5",15:30:00,16:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 16:12:29.964,False,False,False,False,False,False,True,True,True,False,"",""
7047,"23","5518","Ｕ４１－ＬＰ（Ｓ）","九重","Ｋ","ＭﾖｺＳ","1",8:00:00,9:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7048,"24","5518","ＧＵ４１－ＴＦＰ（Ｓ）","２１０","Ｋ","２１０","1",13:30:00,14:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 13:53:14.568,False,False,False,False,False,False,True,True,True,False,"",""
7049,"25","5518","２Ｄ４１Ｓ","Ｋ２","","Ｋ海③","3",13:30:00,14:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 14:01:10.873,False,False,False,False,False,False,True,True,True,False,"(9.6-13.9)H×2",""
7050,"5","5518","4D4-SS","４１１","Ｊ棟","４１１","5",8:00:00,9:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(定盤)"
7051,"10","None","nan","","","","3",12:30:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7052,"3","5518","D5S","M","","１０６","1",18:00:00,18:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 17:10:24.839,False,False,False,False,False,False,True,True,True,False,"(14.5-12.9)",""
7053,"4","5518","ひな壇架台","Ｋ２","","J棟","1",10:15:00,11:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"R1台",""
7054,"59","5518","ＶＢ２Ｓ","４海","","３１０前","1",9:00:00,9:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7055,"60","5518","ＤＳ３１ＡＳＰＳ","Ｊﾖｺ②","","９２７通山","2",12:30:00,13:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(走行)"
7056,"47","5510","ＧＣＤ８Ｐ","３２２","","９２７","3",19:00:00,19:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7057,"46","5510","ｽｷｯﾄ","９２７片付け","","","2",19:00:00,19:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7058,"20","5510","ＧＴ６Ｃ","ＣＲ２","","８２５仮","3",17:30:00,18:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 16:55:21.190,False,False,False,False,False,False,True,True,True,False,"800H×4(確認",""
7059,"28","5510","ｽｷｯﾄ","９２７片付け","","","3",10:00:00,10:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7060,"52","5510","ＶＳＵ６Ｐ","Ｐ８","","Ｊﾖｺ①","1",9:45:00,10:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7061,"9","None","nan","","","","2",12:30:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7062,"11","None","nan","","","","4",12:30:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7063,"61","5510","ＧＳＵ５ＰＳ","Ｊﾖｺ②","","９２７通海","2",14:00:00,15:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 14:21:04.635,False,False,False,False,False,False,True,True,True,False,"","(F-山合わせ"
7064,"13","5299","８－２０","３０８","","８２５","3",7:15:00,8:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,False,"",""
7065,"55","5299","Ｇ３－２５７Ｓ","Ｐ１","","Ｐ１０","1",11:15:00,12:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(GB32C前"
7066,"54","5299","Ｇ３－２５７Ｐ","Ｐ３","","Ｐ８","2",10:45:00,11:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7067,"51","5299","ＧＦＰ－４","Ｐ９","","８２５","3",8:00:00,8:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(GFC-1C寄せ"
7068,"50","5299","Ｇ１－１８Ｐ","Ｐ７","","Ｐ９","3",6:30:00,7:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,False,"",""
7069,"49","5299","２－２０ＨＳ","４山","","８４３","5",11:15:00,12:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7070,"37","5299","FP-5S BH","２０６","Ｓ２","２０６","2",17:45:00,18:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 15:09:15.977,False,False,False,False,False,False,True,True,True,False,"",""
7071,"48","5299","２－２０ＨＳ","ＣＲ４","","２０２(本館)","2",15:30:00,16:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 15:55:22.535,False,False,False,False,False,False,True,True,True,False,"(4m架台H鋼×3)","※4m架台(5山有り"
7072,"44","5299","ＧＦＰ－２","Ｋ海②","","８４３","2",18:45:00,19:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 16:24:06.004,False,False,False,False,False,False,True,True,True,False,"","(F-海"
7073,"6","5299","G6-1CP","Ｓ４","","510番地","2",16:45:00,17:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 17:45:21.037,False,False,False,False,False,False,True,True,True,False,"(18.6-13.2)","(S舷ﾃｰﾌﾟ)"
7074,"14","5299","５－６８ＰＳ","３１８山","","８２５","5",9:45:00,10:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(8-20前"
7075,"12","None","nan","","","","5",12:30:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7076,"16","5299","５－２５７Ｐ","３１８山前","","３２４奥","3",8:30:00,9:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(S舷向き合わせ"
7077,"29","5299","２Ｇ－２Ｓ","５５０通","","Ｐ３","5",10:45:00,11:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7078,"30","5299","ｽｷｯﾄ","８４３片付け","","","2",11:30:00,12:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7079,"33","5299","4m架台","Ｓ４土間","","５山","1",6:30:00,7:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7080,"34","5299","2-20HP","ﾔｰﾄﾞ","","S4","6",19:00:00,19:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"積置",""
7081,"36","5299","8-14 UST","南岸","Ｓ４","南岸","1",17:00:00,18:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 16:45:39.173,False,False,False,False,False,False,True,True,True,False,"","(定盤)"
7082,"42","5299","Ｇ９－２Ｓ","１０６","","８４３","5",16:30:00,17:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 17:07:28.523,False,False,False,False,False,False,True,True,True,False,"",""
7083,"7","None","<E>313K","","","","2",8:00:00,8:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"塗装~中型",""
7084,"32","None","1000Tﾊﾞｰｼﾞ","Ｋ海①","","８２８","4",18:30:00,19:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"","(10点受け)"
7085,"53","5510","ＶＳＭ３２Ｐ","Ｐ８","","９２７通山","3",10:30:00,11:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(山寄せ"
7086,"21","5518","ＴＬ３１","ＭﾖｺＳ","","９２７","1",7:30:00,8:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"","(TOP山"
7087,"56","5299","Ｇ９－２０Ｓ","８２５","","Ｐ１","3",11:15:00,12:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7088,"43","5300","２Ｄ３１ＰＳ(BH)","Ｋ海②","","九重","3",17:00:00,17:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7089,"18","5300","２－６ＨＳ","５５２前","","８４３","5",13:30:00,14:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 13:57:52.689,False,False,False,False,False,False,True,True,True,False,"",""
7090,"38","5300","2-6S SL","２０２(本館)","","K2","2",8:45:00,9:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7091,"39","5300","2-6SHS","５４０","","K2","2",9:45:00,10:45:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7092,"19","5300","２－６ＨＳ","ＣＲ４","","Ｋ","5",17:15:00,18:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 17:45:08.979,False,False,False,False,False,False,True,True,True,False,"",""
7093,"22","5300","ＧＳＮ３１Ｓ","ＭﾖｺＳ山","","Ｐ７","1",7:00:00,7:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"",""
7094,"1","5300","G9-8S","L","","５３４前","3",14:30:00,15:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,True,True,True,False,"(24.7-13.7)",""
7095,"41","5300","Ｇ９－４Ｓ","２０５","","４山","1",15:15:00,16:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 14:46:27.905,False,False,False,False,False,False,True,True,True,False,"",""
7096,"40","5300","Ｇ９－４Ｐ","２０５前","","４海","1",14:30:00,15:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 14:21:38.696,False,False,False,False,False,False,True,True,True,False,"","(横断歩道"
7097,"35","5300","DB-1TS","S4","","２１１前","3",15:15:00,16:15:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 16:20:27.973,False,False,False,False,False,False,True,True,True,False,"(9.4-12)ｱｶｼ×2","※ｷﾞｿｰ穴注意"
7098,"31","5300","２－４ＨＰＳ（ＳＬ）","Ｋ海①","","","4",18:00:00,18:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,True,"",""
7099,"27","5300","１－６ＴＰ","５４４","","９２７(海)","3",16:15:00,17:00:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 14:41:11.015,False,True,True,False,True,False,True,True,True,False,"(A-F)",""
7100,"62","None","安全会議","","","","5",13:00:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,False,"",""
7101,"63","None","安全会議","","","","3",13:00:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,False,"",""
7102,"64","None","安全会議","","","","2",13:00:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,False,"",""
7103,"65","None","安全会議","","","","1",13:00:00,13:30:00,2023/12/21,2023/12/20 15:52:20.697,2023/12/21 12:54:40.810,False,False,False,False,False,False,False,False,False,False,"",""
7104,"66","5518","Ｄ３１ＦＳＰＳ","９２７海)ｼﾌﾄ","","","2",15:15:00,15:30:00,2023/12/21,2023/12/21 12:54:40.810,2023/12/21 14:27:26.168,True,True,True,True,True,True,True,True,True,False,"ﾒｲｼ側海へ","▲追加"
7105,"67","5518","Ｄ３１ＡＳＰＳ","９２７通山","","９２７通海","2",15:00:00,15:15:00,2023/12/21,2023/12/21 12:54:40.810,2023/12/21 14:21:11.635,True,True,True,True,True,True,True,True,True,False,"(GSU5PS後ろ)","▲追加"
7106,"57","5300","5-149","E棟","","","11",11:00:00,11:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,True,"P舷のみ",""
7107,"8","None","nan","","","","2",12:30:00,13:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,False,"",""
7108,"4","5518","5D4-SUP","Ｌﾖｺ山","Ｊ棟","Ｌﾖｺ山","1",9:00:00,10:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"",""
7109,"5","5518","ひな壇架台","Ｋ２","","J棟","5",10:30:00,11:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"L1台",""
7110,"55","5510","HC1FPS","E棟","","","6",8:00:00,8:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,True,"",""
7111,"26","None","1000Tﾊﾞｰｼﾞ","Ｋ海①","","８２８","3",18:00:00,19:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,True,True,True,True,True,True,False,False,False,False,"▲中止","(10点受け)"
7112,"11","None","nan","","","","5",12:30:00,13:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,False,"",""
7113,"10","None","ＪＭＵ綱引き大会","12:15","","13:11","4",12:00:00,13:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,False,"※第2ﾊｳｽ前","(予定)"
7114,"9","None","nan","","","","3",12:30:00,13:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,False,"",""
7115,"7","None","nan","","","","1",12:30:00,13:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,False,"",""
7116,"16","5518","Ｈ鋼","９２７片付け","","","4",14:30:00,15:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,True,"",""
7117,"56","None","<E>314","Hitz","","Hitz","1",8:30:00,9:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"ﾌﾞﾗｽﾄ~ﾄｿｰ",""
7118,"13","5299","８Ｇ－６","ＣＲ２","","３２０奥","5",16:00:00,17:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 18:26:38.547,False,False,False,False,False,False,True,True,True,False,"","(山寄せ"
7119,"43","5299","8-16 UST","Ｅ棟","","２０６(本館)","5",17:30:00,18:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 16:03:14.193,False,False,False,False,False,False,True,True,True,False,"(18.6m)H×2",""
7120,"40","5299","FP-5A/FHS","九東","","S2","3",8:00:00,9:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"",""
7121,"39","5299","GFC-1P","S4","","８２５","2",15:15:00,16:15:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 18:04:33.363,False,False,False,False,False,False,True,True,True,False,"(14.1-22.8)WH×2",""
7122,"35","5299","2-20HS","２０２(本館)","","S4","2",19:00:00,19:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 18:08:36.654,False,False,False,False,False,False,True,True,True,False,"積置",""
7123,"28","5299","６ＵＧ－１４Ｐ","４１５前","","８４３","5",18:30:00,19:15:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,True,"",""
7124,"6","5518","FUNN","AEC","","９２７","3",13:30:00,14:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 14:00:59.842,False,False,False,False,False,False,True,True,True,False,"昼一移動",""
7125,"21","5518","Ｌ３Ｐ","Ｋ前","","Ｋ２","1",13:30:00,14:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 14:03:38.965,False,False,False,False,False,False,True,True,True,False,"",""
7126,"20","5299","６Ｌ－１８Ｐ","Ｋ海②","","Ｐ４","1",10:00:00,10:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"",""
7127,"48","5518","2D31TDS","Ｊﾖｺ②","","５５０通","2",8:45:00,9:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,True,False,True,True,True,False,"",""
7128,"49","5510","ＨＣ１ＦＰＳ","Ｅ棟","","九東","5",8:00:00,9:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"(12.9m)H×2",""
7129,"18","5510","ＶＳＭ３２Ｓ","Ｐ６","","９２７","5",11:30:00,12:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"",""
7130,"17","5510","ＧＣＤ８Ｓ","３２０","","９２７","1",14:30:00,15:15:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 15:15:01.368,False,False,False,False,False,False,True,True,True,False,"",""
7131,"15","5510","ＧＣＤ８Ｐ","３２２","","９２７","2",11:45:00,12:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"",""
7132,"25","5510","800H鋼","９２７片付け","","","5",17:00:00,17:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 16:51:55.360,False,False,False,False,False,False,False,False,False,False,"",""
7133,"52","5518","SM31FS PL","ﾔｰﾄﾞ","","S2","6",12:00:00,12:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,True,"",""
7134,"51","5518","SM31AS PL","ﾔｰﾄﾞ","","S2","6",12:00:00,12:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,True,"",""
7135,"41","5518","2D31TDS","５５０通","","S2","1",16:00:00,17:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 15:45:23.041,False,False,True,False,False,False,True,True,True,False,"",""
7136,"23","5518","Ｇ５Ｄ５Ｓ","Ｋ２","","５４４前","3",16:30:00,17:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 17:29:19.889,False,False,False,False,False,False,True,True,True,False,"(14.6-9.6)",""
7137,"38","5518","T2P","S2","","８２５海","2",18:00:00,19:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 18:52:02.650,False,False,False,False,False,False,True,True,True,False,"(14.7-16.6)","(TOPﾒｲｼ"
7138,"37","5518","SM31FS PL","ﾔｰﾄﾞ","","S2","11",11:30:00,12:00:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,True,"",""
7139,"36","5518","SM31A/FS PL","Ｋ前","","S2","3",10:30:00,11:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,True,True,True,False,"",""
7140,"34","5518","3D6-SP/S","４１１","Ｓ４","４１１","3",14:30:00,15:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 16:21:55.457,False,False,False,False,False,False,True,True,True,False,"(4.5PS-15.5)","(定盤)"
7141,"32","5518","GSU51AS","S4","","Ｋ前","1",17:00:00,18:15:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 18:23:30.338,False,False,False,False,False,False,True,True,True,False,"(11.7-15)WH×2(750H×1)",""
7142,"31","5518","GD6C","S4","","５４２","2",13:30:00,14:30:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 15:54:10.006,False,False,False,False,False,False,True,True,True,False,"(14.5-18.9)","(海寄せ"
7143,"29","5299","６ＵＧ－１６Ｐ","４１７","","８４３","5",18:30:00,19:15:00,2023/12/22,2023/12/21 15:50:50.264,2023/12/22 13:39:24.756,False,False,False,False,False,False,False,False,False,False,"",""
